"","combinedPval","adjustedPval"
"UNC79",0.542084266432569,1
"PRIMA1",8.99724739156227e-13,1.39634859344103e-10
"FAM181A",0.286846474753205,1
"ASB2",0.116501667570493,1
"OTUB2",0.00439467205721011,0.167629678667048
"DDX24",0.000115325576953151,0.006747571504008
"IFI27L1",0.0537652325460639,1
"IFI27",2.06424373128622e-48,1.86938301701297e-45
"IFI27L2",1.77399969646386e-05,0.00124792923527503
"PPP4R4",1.0725248467125e-09,1.25817121307397e-07
"SERPINA1",0.196303609616304,1
"SERPINA11",0.997234102030598,1
"SERPINA5",0.253224913694924,1
"DICER1",6.00737417588704e-08,5.79024952184462e-06
"DICER1-AS1",0.67491402937656,1
"CLMN",2.1474799716259e-10,2.68141415315913e-08
"SYNE3",0.180036450649102,1
"SNHG10",0.0892869367215275,1
"GLRX5",0.000744044647408959,0.0353715312942863
"TUNAR",0.0282406580699227,0.788115876431387
"C14orf132",1.84615656095843e-11,2.53786489354942e-09
"BDKRB2",0.443674673058209,1
"ATG2B",0.0297201735289621,0.820650934578792
"GSKIP",0.0434177970538847,1
"AK7",0.923868894685317,1
"AL163051.1",0.782888994872322,1
"PAPOLA",0.85088819061668,1
"AL137786.1",0.0412222103670601,1
"VRK1",0.943534963711572,1
"LINC01550",0.545501496324466,1
"BCL11B",0.0137871609348603,0.440471713315313
"SETD3",0.0570868908787021,1
"CCNK",0.630478057013268,1
"CCDC85C",0.00587390446946423,0.215093146450893
"AL160313.1",0.0130478268851758,0.421260894919124
"HHIPL1",0.178855627916424,1
"CYP46A1",1.4903852254048e-28,6.67512533221225e-26
"EML1",0.120374980549856,1
"EVL",1.13946445612356e-08,1.19469472830912e-06
"DEGS2",5.13223122606821e-05,0.00334080571447324
"YY1",0.0188581284862743,0.569995988450317
"SLC25A29",0.086621319645959,1
"WARS",0.000911592076284995,0.0424070532626169
"WDR25",0.683507935230401,1
"BEGAIN",1.86183305439513e-08,1.88261640348239e-06
"MEG3",2.10949983898158e-30,1.00778782637464e-27
"MEG8",0.554357740044106,1
"MEG9",0.0240087593722307,0.692408181183596
"DIO3OS",0.285572122863423,1
"PPP2R5C",0.0128590213529532,0.416388610405598
"AL118558.3",0.362271734137856,1
"AL118558.4",0.805890927044888,1
"DYNC1H1",0.000805829849235939,0.037990991918331
"HSP90AA1",2.81205125851614e-09,3.14011520479213e-07
"WDR20",0.00418329062380263,0.16053272414419
"MOK",0.990968532256224,1
"ZNF839",0.210242472869273,1
"CINP",0.00361538773014147,0.141217506641397
"TECPR2",0.0781063114417752,1
"ANKRD9",2.8892123138391e-09,3.21973396976274e-07
"RCOR1",0.540775328220015,1
"TRAF3",0.322935877030569,1
"CDC42BPB",0.696513874435451,1
"LBHD2",0.389369555533139,1
"TNFAIP2",0.0790617283186923,1
"AL138976.2",0.674651332585586,1
"EIF5",1.43274281327876e-11,1.98607246579315e-09
"MARK3",0.759093972154118,1
"CKB",1.38409733960132e-45,1.15800147932282e-42
"TRMT61A",0.497699277075911,1
"BAG5",0.014771054171858,0.466122612099077
"KLC1",1.32445374622649e-20,3.64433825716963e-18
"APOPT1",0.00302412941069752,0.12115596218242
"XRCC3",0.886334392025065,1
"ZFYVE21",0.00718991170231786,0.255601347478554
"PPP1R13B",0.351830944833292,1
"ATP5MPL",1.77635683940025e-15,3.4566508033915e-13
"TDRD9",0.134054426266205,1
"KIF26A",0.157454879217256,1
"TMEM179",0.0479686418467674,1
"C14orf180",0.534538762277012,1
"INF2",7.07758496254485e-09,7.58468349382893e-07
"ADSSL1",0.000323282592270879,0.0169800156858226
"SIVA1",0.441568063732432,1
"AKT1",0.446192908162062,1
"ZBTB42",0.701356010973159,1
"CEP170B",8.14319165431954e-08,7.71798234416504e-06
"PLD4",0.245127580165944,1
"AHNAK2",0.025779122555424,0.733834750748301
"CLBA1",0.450973587557505,1
"CDCA4",0.389526346726571,1
"LINC02298",0.239360336034476,1
"JAG2",0.0767204972601796,1
"NUDT14",0.00194056323078995,0.0824124569664265
"BRF1",0.038169090193961,1
"BTBD6",1.51432619048819e-05,0.00107674957358563
"PACS2",8.49099561228683e-28,3.63501823160554e-25
"TEX22",0.00175404341564955,0.075345487290778
"MTA1",0.099549964003412,1
"CRIP2",7.50036921459696e-10,8.95153822373604e-08
"CRIP1",0.00570826257482382,0.209679792900782
"TEDC1",0.0768577375558189,1
"TMEM121",0.634787896608835,1
"IGHA2",4.69587576379382e-07,3.98338702463409e-05
"IGHE",0.00591175894719431,0.216047319269988
"IGHG4",1.99840144432528e-15,3.88414638476613e-13
"IGHA1",6.048050948948e-12,8.70599995978306e-10
"IGHG1",3.67687400526506e-08,3.61156552086501e-06
"IGHG3",2.48249680016908e-21,7.11589545917832e-19
"IGHM",0.00508371028272636,0.189869659456483
"NIPA1",1.13893068309778e-08,1.19469472830912e-06
"NIPA2",0.00236298034616944,0.0979048118489293
"CYFIP1",0.205280040498444,1
"TUBGCP5",0.108986193331998,1
"MKRN3",0.0419530385781682,1
"MAGEL2",0.528939132220266,1
"NDN",1.35228699682521e-07,1.2430748759471e-05
"SNRPN",2.91889752120707e-34,1.62530863665448e-31
"SNURF",0.643954361764123,1
"AC124312.1",0.899886382567066,1
"PWAR6",1.65423230669148e-14,2.9830395332359e-12
"UBE3A",0.0119605847733164,0.393402139334418
"ATP10A",0.00786248335642836,0.275194503330881
"GABRB3",1.0325074129014e-14,1.87833775133797e-12
"GABRA5",2.26642693501589e-09,2.558571591798e-07
"GABRG3",0.000722063193626554,0.0344358002960984
"OCA2",0.000235988857718361,0.0129221181921176
"HERC2",0.024514854966494,0.70466117896549
"APBA2",4.09953043734035e-08,4.01713873078477e-06
"FAM189A1",0.0905994791111733,1
"NSMCE3",0.00145258297449014,0.0641173172182923
"AC022613.1",0.674366846754669,1
"TJP1",5.6621374255883e-15,1.05569106868003e-12
"CHRFAM7A",0.0367424492756323,0.9751002885775
"AC091057.3",0.696391226444966,1
"FAN1",1,1
"MTMR10",1.98078250798774e-20,5.40516007263562e-18
"LINC02352",0.210871983049979,1
"KLF13",0.0817541508252673,1
"OTUD7A",0.242539394765537,1
"AC123768.4",0.206676830786026,1
"GOLGA8N",0.207801893153887,1
"ARHGAP11A",0.990783984819504,1
"SCG5",5.09017991388457e-30,2.3902026462519e-27
"GREM1",2.78101985884405e-11,3.7756707010273e-09
"FMN1",0.173695269556052,1
"RYR3",0.933601657222188,1
"AC010809.2",0.0604024983812608,1
"AVEN",0.0107517020199327,0.35857762380857
"EMC7",0.0247454028937866,0.710289899834246
"PGBD4",0.790581262876158,1
"KATNBL1",0.261302926149961,1
"EMC4",2.457119745225e-06,0.000188626620538429
"SLC12A6",0.355000840889782,1
"NOP10",0.0118121473065698,0.388985559385351
"LPCAT4",1.27545751738012e-11,1.77701035960685e-09
"GOLGA8A",0.00025250316701908,0.0137457472726568
"GOLGA8B",0.66292585055041,1
"GJD2",0.532493325887852,1
"ACTC1",0.764911601401767,1
"AQR",0.752907115050872,1
"ZNF770",0.652315077633357,1
"DPH6",0.425004878032108,1
"DPH6-DT",0.119116262564285,1
"C15orf41",0.787687141304064,1
"MEIS2",0.0784225483526189,1
"AC078909.1",0.764952289878489,1
"AC078909.2",0.503209326432649,1
"SPRED1",0.292007314374961,1
"FAM98B",0.15555193172793,1
"RASGRP1",3.45274156893227e-05,0.00231804190876204
"THBS1",0.968973153715868,1
"FSIP1",0.378793829126704,1
"GPR176",0.204903400864241,1
"EIF2AK4",0.0512058568184399,1
"SRP14",7.1257921785417e-09,7.62147834312996e-07
"SRP14-AS1",0.0077867396380874,0.273363094502341
"BMF",0.76376870275841,1
"PAK6",1.36856095956928e-05,0.000979867907753407
"PLCB2",0.949079591122501,1
"INAFM2",0.00775497054742735,0.272531066973195
"CCDC9B",0.392695085029005,1
"PHGR1",0.0231650385647528,0.673268961148397
"DISP2",0.000665135735778422,0.0321865438104203
"KNSTRN",0.060152666893427,1
"IVD",0.0228798435518924,0.666733621907155
"BAHD1",0.235218862028867,1
"CHST14",0.568113036250822,1
"CCDC32",0.100202195774561,1
"RPUSD2",0.495778093518958,1
"RMDN3",0.354268623862712,1
"GCHFR",0.0702657732505245,1
"DNAJC17",0.0632527010390358,1
"ZFYVE19",0.00857927558167226,0.296070411098564
"SPINT1-AS1",0.169906229634255,1
"SPINT1",0.0718784125562038,1
"RHOV",0.895670222237013,1
"VPS18",0.867192999203922,1
"DLL4",0.453165718587887,1
"CHAC1",0.00117573404777571,0.0532812617054671
"INO80",0.831444892481458,1
"CHP1",1.20882771259545e-06,9.68587416359903e-05
"NUSAP1",0.25341967515235,1
"NDUFAF1",0.0435424832191691,1
"RTF1",0.00246174867334636,0.101563026812276
"ITPKA",2.5625527917999e-27,1.05589695220888e-24
"LTK",3.09698191837127e-05,0.00209369624882338
"RPAP1",0.469829483458318,1
"TYRO3",0.000296033913097404,0.0158159398264523
"MGA",0.123038778450521,1
"MAPKBP1",0.0340989048633114,0.918627971127652
"JMJD7-PLA2G4B",0.62978404450323,1
"SPTBN5",0.699536050597989,1
"EHD4",0.632688463027425,1
"VPS39",0.0784783162988323,1
"TMEM87A",6.66133814775094e-16,1.35713066925492e-13
"GANC",0.696600577432887,1
"ZNF106",0.362129571455978,1
"SNAP23",0.320039024719341,1
"LRRC57",0.306854273348655,1
"HAUS2",0.274655210164925,1
"STARD9",0.0134906876464198,0.432930096765128
"CDAN1",0.686612775532559,1
"TTBK2",0.897082783225161,1
"UBR1",0.523221838063867,1
"TMEM62",0.366539556977482,1
"CCNDBP1",0.0434858450979705,1
"LCMT2",0.947924977088896,1
"ADAL",0.191303790839916,1
"ZSCAN29",0.280730224795076,1
"TUBGCP4",0.0508704600724679,1
"TP53BP1",0.309251838583201,1
"MAP1A",2.28295160553671e-12,3.43316643294983e-10
"PPIP5K1",0.0480738349222183,1
"CKMT1B",7.13943545394002e-08,6.81365657844179e-06
"STRC",0.740941868326354,1
"CATSPER2",0.171388390027015,1
"CKMT1A",2.26183133222868e-07,2.0096711981123e-05
"PDIA3",0.00125900710731464,0.0566190931697228
"SERF2",4.73550481381812e-30,2.23001068803914e-27
"HYPK",0.0124009106138998,0.404735133497564
"MFAP1",0.0117007930090771,0.385935433312782
"WDR76",0.758741440555207,1
"FRMD5",0.000184695694587234,0.0103366587556703
"CASC4",0.0120539163366529,0.395840005150714
"CTDSPL2",0.840179455000396,1
"EIF3J-DT",0.220936670041768,1
"EIF3J",0.0950625524287012,1
"SPG11",0.184657371424362,1
"B2M",4.39444513551583e-69,6.46687893205619e-66
"TRIM69",0.185325491827258,1
"SORD",0.742126173214747,1
"SHF",0.886779633984017,1
"AC051619.5",0.543998338700969,1
"GATM",5.07371922253697e-14,8.77490120885349e-12
"SPATA5L1",0.690636930249772,1
"C15orf48",0.300301967319475,1
"SLC30A4",0.0424078780018466,1
"BLOC1S6",0.0770893006576755,1
"SQOR",0.186384048196455,1
"SEMA6D",0.400619958190264,1
"MYEF2",0.177251630708483,1
"CTXN2",0.94969692991386,1
"DUT",0.00507011617191522,0.189447796881817
"FBN1",0.809046349451259,1
"CEP152",0.867971915875942,1
"SHC4",8.86026598516665e-05,0.00539071610700853
"EID1",1.10106954442912e-07,1.02298635557395e-05
"SECISBP2L",4.21901887691993e-28,1.83476718881739e-25
"COPS2",0.00349939193880622,0.137325757442742
"GALK2",0.206189615054421,1
"FAM227B",0.595550138264187,1
"AC022306.2",0.53606682360226,1
"FGF7",0.000327855843114788,0.0171709724619328
"DTWD1",0.216239335576498,1
"ATP8B4",0.0344866282698248,0.927405828382423
"SLC27A2",0.27040452626113,1
"GABPB1",0.358485267444409,1
"GABPB1-AS1",0.281100883959799,1
"USP8",0.949629421429739,1
"TRPM7",0.90630270885952,1
"AC084756.1",0.363161110673097,1
"SPPL2A",0.0461976916446125,1
"AP4E1",0.909649261360038,1
"TNFAIP8L3",0.25927162635662,1
"GLDN",3.15170694512705e-78,5.6463358628405e-75
"DMXL2",0.0012212330298047,0.0551158461835784
"SCG3",4.53394257686043e-22,1.37621058005033e-19
"LYSMD2",4.30938853712703e-07,3.68016295692907e-05
"TMOD2",2.6135182906728e-10,3.22907714492484e-08
"TMOD3",0.1254433760035,1
"LEO1",0.532967757052962,1
"MAPK6",0.0151244413453546,0.475416960165921
"GNB5",6.89922563523737e-10,8.25800449148012e-08
"CERNA1",0.722699557696287,1
"MYO5C",0.308516611758492,1
"MYO5A",7.56210649655031e-11,9.88408357902819e-09
"ARPP19",1.01646623083019e-21,2.97572824099282e-19
"FAM214A",0.0364982263650561,0.970417970892037
"UNC13C",0.0167282872466834,0.517288680030274
"RSL24D1",0.000305290869476837,0.016189801057792
"RAB27A",0.473379524352867,1
"PIGBOS1",0.00100297070163147,0.0461886485075356
"PIGB",0.981277503277334,1
"CCPG1",0.900923544119999,1
"C15orf65",0.721105709696233,1
"DNAAF4",0.535398421187744,1
"PYGO1",0.794641823521621,1
"PRTG",0.998183384365522,1
"NEDD4",0.675908900961226,1
"RFX7",0.191282495878936,1
"TEX9",0.237510583983531,1
"MNS1",0.0295744376524563,0.817174401993204
"ZNF280D",0.00378061128563079,0.146754268859283
"TCF12",3.77065616310457e-05,0.00250696985408644
"LINC00926",0.0803790793898828,1
"CGNL1",0.74602034544004,1
"MYZAP",0.582423300317379,1
"POLR2M",0.00105432797663618,0.0482437133872907
"ALDH1A2",0.33254415843829,1
"AQP9",0.00936139235664957,0.318987060798667
"LIPC",0.112310423589836,1
"ADAM10",0.0156676194645073,0.490005670794403
"AC090515.2",0.478590480785947,1
"MINDY2",0.208215658435497,1
"RNF111",0.346442797038787,1
"SLTM",0.0413795297894461,1
"CCNB2",0.711021934734353,1
"MYO1E",6.06992234253312e-12,8.7222478508952e-10
"FAM81A",1.60208846189391e-08,1.63806134398983e-06
"GTF2A2",0.806897939066544,1
"BNIP2",0.0598863803002674,1
"ANXA2",0.000690687968977199,0.0332182304128909
"ICE2",0.0761262763860702,1
"RORA",0.0327925654689991,0.889249039974433
"VPS13C",0.12614641395558,1
"C2CD4B",0.202437914987105,1
"TLN2",0.000102625291401814,0.00615155881384792
"TPM1",1.69568578078927e-06,0.000133150145787364
"LACTB",0.130154381996827,1
"RPS27L",1.84620096987942e-11,2.53786489354942e-09
"RAB8B",0.288346711038742,1
"APH1B",0.0349854011699577,0.937667550433458
"CA12",0.0293854357998293,0.813315551444573
"USP3",0.77716502345412,1
"USP3-AS1",0.312782512983306,1
"FBXL22",0.753896874593749,1
"HERC1",0.000117844204312267,0.00687054401765791
"DAPK2",1.48453148257621e-05,0.0010578460916804
"FAM96A",0.211055021291087,1
"SNX1",6.33291485918619e-09,6.82214467313465e-07
"SNX22",1.31672450720544e-13,2.19880376857935e-11
"PPIB",5.44630552010705e-05,0.00351471256310634
"CSNK1G1",0.291541643106844,1
"PCLAF",0.108820270640614,1
"TRIP4",0.403997129401499,1
"ZNF609",0.0829500560853385,1
"OAZ2",0.000407162130396821,0.0207188256838865
"RBPMS2",0.278018950764439,1
"PIF1",0.273300521160803,1
"PLEKHO2",0.0113186320721309,0.374830574474765
"ANKDD1A",0.1243327574284,1
"AC103691.1",0.107749506628909,1
"SPG21",0.576623949577019,1
"MTFMT",0.000319657009594909,0.016827123072878
"RASL12",0.0971656469424708,1
"UBAP1L",0.0940635952676424,1
"PDCD7",0.260201944655062,1
"CLPX",0.176951217809871,1
"CILP",0.155024016003358,1
"PARP16",0.752739890659638,1
"IGDCC3",0.0250996883823896,0.718339846625389
"IGDCC4",0.936073141405919,1
"DPP8",0.911581021751749,1
"HACD3",0.137446170939992,1
"INTS14",0.521189076061741,1
"SLC24A1",0.711047520979795,1
"DENND4A",0.0263176122908638,0.745045832894461
"RAB11A",0.00106066712227526,0.0485203082737461
"MEGF11",0.886263545378215,1
"DIS3L",0.665504391289935,1
"TIPIN",0.0746215014758322,1
"MAP2K1",1.80881203348804e-08,1.83915837948947e-06
"AC116913.1",0.210156259099863,1
"SNAPC5",1.74022451471245e-06,0.000136387546263931
"RPL4",1.96626370514138e-18,4.70360937492698e-16
"ZWILCH",0.509828270330217,1
"SMAD6",0.779107389890288,1
"SMAD3",0.956085416797862,1
"AAGAB",0.000605435139968136,0.0296281304277837
"IQCH",0.198918380603915,1
"IQCH-AS1",0.127915758047701,1
"C15orf61",0.00444993060870047,0.169502087067622
"MAP2K5",0.407516882524082,1
"SKOR1",0.902653788493454,1
"PIAS1",0.22094163119418,1
"FEM1B",0.0715831737550231,1
"ITGA11",0.884045944848311,1
"CORO2B",0.0190582583598524,0.575306490730376
"ANP32A",0.00150211280083679,0.0659679045703137
"SPESP1",0.743783502782038,1
"EWSAT1",0.488579792162128,1
"GLCE",0.472093918831986,1
"PAQR5",0.35148786383076,1
"KIF23",0.852661431856369,1
"RPLP1",5.49819743155209e-47,4.71984578002003e-44
"DRAIC",0.545608960478891,1
"TLE3",0.906393032739054,1
"UACA",0.110260561131079,1
"LARP6",1.44139689362202e-24,5.03327071510287e-22
"LRRC49",0.0198440122748613,0.593805562967188
"THAP10",0.200275947399605,1
"THSD4",0.0285176978511897,0.794905113552223
"THSD4-AS1",0.378340837142945,1
"AC104938.1",0.0658567554516458,1
"MYO9A",0.151625984095132,1
"SENP8",0.539404039202027,1
"GRAMD2A",0.0205013253839348,0.610813284034793
"PKM",1.40024095722518e-24,4.89993790044437e-22
"PARP6",0.0665176274827531,1
"HEXA",0.983376054242853,1
"ARIH1",0.937047456686094,1
"BBS4",0.229479954285589,1
"ADPGK",0.538676636637217,1
"ADPGK-AS1",0.892087399240691,1
"NEO1",0.000283673287990283,0.015254454087854
"HCN4",0.125573454987275,1
"NPTN",2.34356299864443e-46,1.99105661434763e-43
"CD276",0.805403377443698,1
"C15orf59",0.363350747255936,1
"C15orf59-AS1",0.119849348934061,1
"LOXL1-AS1",0.0345086617574237,0.927695624126523
"LOXL1",0.0373106131300246,0.987398557669054
"STOML1",0.00253454186848778,0.10403475593647
"PML",0.489358222083814,1
"ISLR2",0.000608687517232309,0.0297607827398897
"AC010931.2",0.706229925425749,1
"ISLR",3.22209534586726e-06,0.000242827747346369
"SEMA7A",0.176093603988895,1
"UBL7",0.0387873497989513,1
"UBL7-AS1",0.0749247311795981,1
"ARID3B",0.364309004380367,1
"CLK3",0.288965057756328,1
"EDC3",0.919840542489578,1
"CYP1A1",0.0355564924481993,0.949125838536004
"CSK",0.353151457138518,1
"CPLX3",0.0243671652516685,0.701563852115826
"ULK3",0.991949081298058,1
"SCAMP2",0.00259051345838213,0.105947207240849
"MPI",0.115521252401779,1
"FAM219B",0.0478930015213488,1
"COX5A",6.01919699590255e-22,1.8070697632626e-19
"RPP25",0.0690654296705456,1
"SCAMP5",1.49762742488666e-17,3.43307744418162e-15
"PPCDC",0.0394412344868242,1
"C15orf39",0.476174568264107,1
"COMMD4",0.0776998692231201,1
"AC068338.3",0.148576694104082,1
"NEIL1",0.723480447802215,1
"MAN2C1",0.552564773369809,1
"AC068338.2",0.293060542897909,1
"SIN3A",0.391152964580675,1
"PTPN9",0.47603270864512,1
"SNUPN",0.777855527023733,1
"IMP3",0.0525025579223302,1
"SNX33",0.640829228927766,1
"CSPG4",0.495215235531148,1
"ODF3L1",0.333054806208432,1
"UBE2Q2",0.0237126130896155,0.685546756780747
"FBXO22",0.831589418695943,1
"NRG4",0.119150375670115,1
"TMEM266",0.0390151115330611,1
"ETFA",0.217805589677599,1
"SCAPER",0.452700913576372,1
"RCN2",5.00111749790477e-07,4.22708667746386e-05
"PSTPIP1",0.193625092355079,1
"TSPAN3",0.000377884738493206,0.0193545028051239
"PEAK1",0.234740528192518,1
"HMG20A",0.247554541048814,1
"LINGO1",4.27335192313735e-20,1.13969565117581e-17
"TBC1D2B",0.714290584976449,1
"CIB2",0.0600583723824299,1
"IDH3A",3.89493117136652e-06,0.000290743105496435
"ACSBG1",0.00855336059974099,0.295485430291265
"DNAJA4",0.0256732508736022,0.731199841815107
"WDR61",0.421333499121074,1
"CRABP1",0.00259862137874145,0.106214948860097
"IREB2",0.10686964288309,1
"HYKK",0.62230033138848,1
"PSMA4",0.096317716374375,1
"ADAMTS7",0.470725573300582,1
"MORF4L1",1.05795927574093e-10,1.36441599906989e-08
"CTSH",2.49651421809057e-17,5.67550804583628e-15
"RASGRF1",2.2973334345977e-10,2.85985987574979e-08
"ANKRD34C",0.0365392508537683,0.971195394138738
"TMED3",0.388288207982731,1
"KIAA1024",0.675929506378455,1
"MTHFS",0.139239590789623,1
"ST20",0.00130091224771212,0.0583285534739392
"ST20-AS1",0.819047484369262,1
"ZFAND6",0.0611224622442261,1
"FAH",0.00124782117625788,0.0562234325912043
"CTXND1",0.191049880451598,1
"AC016705.2",0.121608575156247,1
"ARNT2",1.82082804389694e-08,1.84909455738382e-06
"ABHD17C",0.0409556536011674,1
"CEMIP",0.11993011599854,1
"MESD",0.367269263579725,1
"AC068870.2",0.775475206836765,1
"TLNRD1",0.106114138869238,1
"IL16",0.083398458128264,1
"STARD5",0.392788089188253,1
"TMC3-AS1",0.411994305139864,1
"MEX3B",0.688859221793229,1
"EFL1",0.725246985838412,1
"SAXO2",0.751807849061322,1
"GOLGA6L9",0.430666465587099,1
"RPS17",8.27898173357822e-05,0.00508018610760017
"CPEB1",0.00684260583841612,0.244747215586314
"CPEB1-AS1",0.467940596274774,1
"AP3B2",0.00109607120455402,0.0499734316412819
"SNHG21",0.000876419700060027,0.0409557966324058
"WHAMM",0.652438512958077,1
"HOMER2",0.524870056054799,1
"RAMMET",0.00216003220833683,0.0905891913840644
"C15orf40",0.618955735611375,1
"BTBD1",0.0136163683479487,0.435944757734285
"TM6SF1",1.69141172845499e-07,1.5351195410452e-05
"HDGFL3",0.0193137471845424,0.581421550830536
"SH3GL3",2.59081645026527e-12,3.8714159942378e-10
"ADAMTSL3",0.3024150655785,1
"UBE2Q2L",0.259387654837848,1
"GOLGA6L4",0.197888754885804,1
"AC048382.5",0.365382635928113,1
"ZSCAN2",0.229833969294636,1
"AC048382.6",0.690337003190577,1
"WDR73",0.135296091932851,1
"NMB",0.000250941982036346,0.0136772959257951
"SEC11A",0.194876281928212,1
"ZNF592",0.62156111583179,1
"ALPK3",0.734932468956137,1
"PDE8A",1.93038408556951e-25,7.05465683858221e-23
"AKAP13",0.594530449905172,1
"KLHL25",0.000586258486568125,0.0288266276924037
"NTRK3",7.53614407544845e-07,6.2260843354682e-05
"MRPL46",0.0459092407329421,1
"MRPS11",0.049468817709247,1
"DET1",0.535889005728427,1
"AEN",0.698233066983623,1
"ISG20",0.176476770997099,1
"ACAN",0.380653766036247,1
"HAPLN3",0.0305066222194894,0.83857363951299
"MFGE8",1.66572934758857e-05,0.00117427181508972
"ABHD2",0.036627763584798,0.972763658872194
"RLBP1",0.108354635640313,1
"FANCI",0.171862546940066,1
"POLG",0.706750502823714,1
"MIR9-3HG",0.780158481616501,1
"RHCG",0.0588985163304063,1
"AC013391.3",0.320295413678844,1
"KIF7",0.565087406592261,1
"PLIN1",1.72299385869934e-09,1.98035607348552e-07
"PEX11A",0.8980325326892,1
"MESP1",0.000929212047299011,0.0430929390223221
"MESP2",0.892330547073184,1
"ANPEP",0.326633801963166,1
"AP3S2",0.309518428829772,1
"ARPIN",0.391653102074105,1
"ZNF710",0.871157492465419,1
"ZNF710-AS1",0.591492447846289,1
"IDH2",0.00551623572160165,0.203670128246445
"SEMA4B",0.864023115003066,1
"CIB1",0.274242549828673,1
"GDPGP1",0.00645642737131613,0.233007534669025
"NGRN",3.18039850011331e-09,3.52279454550649e-07
"ZNF774",0.84696789295112,1
"IQGAP1",3.68580596243895e-06,0.000275757083751031
"CRTC3",0.000767711618049782,0.0363603098534861
"BLM",0.50926339273715,1
"FURIN",0.542388408403209,1
"FES",0.0415083441446955,1
"MAN2A2",2.12972071089723e-08,2.14166927988997e-06
"HDDC3",0.0816025919130612,1
"UNC45A",0.172553750615119,1
"RCCD1",0.0244968816863878,0.704390239422367
"PRC1",0.108209923654715,1
"VPS33B",0.230501887898337,1
"SV2B",2.30786120550308e-16,4.88293491581641e-14
"SLCO3A1",8.88178419700125e-16,1.78959855163362e-13
"FAM174B",0.789589145335955,1
"AC013394.1",0.115513022758858,1
"CHD2",0.765872799767824,1
"RGMA",0.0192437575433633,0.579632187518413
"MCTP2",0.0790255155731419,1
"LINC01197",0.00980245998920815,0.331616785479407
"NR2F2",7.52440428253287e-06,0.000546811674435125
"ARRDC4",0.626929654532347,1
"IGF1R",0.397860811575589,1
"SYNM",0.177561927659961,1
"TTC23",0.64332491377482,1
"LRRC28",0.956348942024372,1
"MEF2A",1.69762324309097e-06,0.000133238803647357
"LYSMD4",0.450421480291551,1
"ADAMTS17",0.190780430265196,1
"SPATA41",0.52632822909266,1
"AC027020.2",0.893053569946728,1
"LINS1",0.413624628984206,1
"ASB7",0.639765742031928,1
"AC015712.1",0.702230518960662,1
"ALDH1A3",0.325805460316997,1
"AC015712.7",0.0752803919619032,1
"AC015712.2",0.0663552789270191,1
"LRRK1",0.0595207749480802,1
"CHSY1",0.139143812373636,1
"SELENOS",1.79849961479128e-06,0.000140687178535879
"SNRPA1",0.124009841512384,1
"PCSK6",2.67593559144285e-41,1.93441439535658e-38
"TM2D3",2.80676792918655e-09,3.1363403952542e-07
"TARSL2",0.0530091789781164,1
"WASIR2",0.0158192540722917,0.493717521661307
"POLR3K",0.00758261467508592,0.267214686323725
"SNRNP25",4.9047399965918e-06,0.000359767248042952
"RHBDF1",0.00161068713258561,0.0702308776792974
"MPG",0.13001377026459,1
"NPRL3",0.250182937719289,1
"HBZ",0.885303064379491,1
"HBA2",0.000732428501396543,0.0348796680486449
"HBA1",8.9300144363702e-05,0.00542914386301518
"HBQ1",0.312067345443863,1
"Z69706.1",0.373186572778311,1
"LUC7L",0.256491649928738,1
"FAM234A",1.89689821517014e-07,1.70193738461125e-05
"AC004754.1",0.471816200947266,1
"RGS11",0.0216395790901369,0.637602581142253
"ARHGDIG",1.89182003396127e-13,3.11497416628704e-11
"PDIA2",0.401834860113562,1
"AXIN1",0.270190962492455,1
"MRPL28",0.0114879048437342,0.379978171798805
"TMEM8A",0.957744028195834,1
"NME4",0.00131513099391634,0.058854002124951
"DECR2",0.680737973777674,1
"RAB11FIP3",0.00333535253016715,0.131483205175981
"CAPN15",0.677429434015242,1
"PIGQ",0.0310418950871527,0.849039324945392
"NHLRC4",0.0906317356167929,1
"RAB40C",1.29844640817112e-07,1.19826060483285e-05
"WFIKKN1",0.845533242839031,1
"METTL26",1.20278552173669e-06,9.64683992249275e-05
"MCRIP2",0.037753848944157,0.997047290759851
"AL022341.1",0.234325117380592,1
"WDR90",0.540140565932914,1
"AL022341.2",0.897884308642256,1
"RHOT2",0.159381602061069,1
"RHBDL1",0.000220927029966012,0.0121864431681839
"STUB1",0.000134338588394955,0.00773908505706048
"JMJD8",0.589530180518379,1
"WDR24",0.456726931243307,1
"FBXL16",7.65993121854933e-65,9.78687104899966e-62
"METRN",4.04822740918132e-06,0.000301095213378059
"FAM173A",6.34698575683323e-05,0.00401760716505496
"CCDC78",0.132032976024312,1
"HAGHL",0.23518478207877,1
"NARFL",0.804495849115555,1
"MSLN",0.0403445458101781,1
"RPUSD1",0.409727716911061,1
"CHTF18",0.293353054713797,1
"GNG13",0.000110456923161362,0.00653227830363608
"LMF1",0.173885853334352,1
"AC009041.2",5.08538801677894e-05,0.00331293016024435
"SOX8",1.46346553175681e-63,1.81359188430057e-60
"CACNA1H",0.504137786894098,1
"TPSG1",0.372623959805824,1
"TPSB2",0.401056505096026,1
"UBE2I",0.00191682488340583,0.0815303746868714
"BAIAP3",8.6966678303213e-10,1.03195163442667e-07
"TSR3",0.0557671472464186,1
"GNPTG",0.00992543155476389,0.33518837673172
"UNKL",0.559307683013552,1
